user_id	country	age	gender	playcount	registered_unixtime
10617411	FI	22	f	10783	1211482625
10617584	CZ	26	m	57448	1211483441
10618377		-1	n	61104	1211487077
10618448	PL	25	f	30037	1211487401
10618844	AR	-1	m	47678	1211489570
10619032		-1	n	25801	1211490698
10619316	MX	28	m	29033	1211492413
10620393	PL	26	f	124112	1211500833
10620757	US	21	f	25462	1211504216
10621600		-1	n	1151	1211513469
10622039	US	-1	m	41501	1211519281
10622328		25	f	1851	1211523620
10622355	ZA	36	m	166041	1211523937
10624015	US	-1	m	20971	1211538942
10624463	SK	27	m	57312	1211542074
10624786	UK	33	m	18488	1211544161
10624844	BG	31	m	78019	1211544743
10624870		24	m	22558	1211544884
10624895	BR	22	m	47964	1211545093
10626027		-1	n	600	1211551910
10626862		-1	n	680	1211556235
10627154	RU	13	f	50014	1211557750
10627504		-1	n	13372	1211559420
10628110	RU	23	m	44197	1211562439
10628127		-1	n	416	1211562517
10628981	JP	-1	f	39764	1211566767
10629089		-1	n	944	1211567300
10629768	UK	17	m	1352	1211570840
10629877	LT	21	m	89974	1211571480
10630136	PL	19	m	56435	1211572882
10630563	RU	26	m	38926	1211575334
10631002	DE	-1	m	68470	1211577727
10631452	PL	-1	n	654	1211580810
10631473	BR	24	m	144844	1211580898
10632509	US	20	m	110975	1211590894
10633063	CA	24	m	3968	1211598140
10633401	UK	26	m	15540	1211602950
10633452	CA	-1	m	31910	1211603557
10633826	US	-1	n	26353	1211609587
10633987	RU	26	m	200468	1211611895
10634132	PL	21	f	9039	1211613801
10634144	BE	30	m	19242	1211613946
10634195	IT	23	m	57989	1211614462
10634912	RU	25	m	18836	1211620945
10634951	DE	-1	m	36190	1211621190
10635132		-1	n	5720	1211622649
10635353	PT	34	m	148826	1211624146
10635385	PL	22	f	16010	1211624405
10635669	UK	31	m	1545	1211626332
10635782	CZ	-1	m	20636	1211627212
10636522		-1	n	1697	1211632480
10636828	NL	30	f	71554	1211634412
10637110	ES	-1	n	8476	1211636172
10637132	PL	33	m	11792	1211636310
10637664		-1	n	957	1211639578
10638073	US	26	m	1957	1211641982
10638992	UK	17	m	4868	1211646801
10639161		28	m	85859	1211647655
10639174	MX	-1	m	1363	1211647707
10639685	US	-1	f	1691	1211650499
10640369		-1	n	28550	1211654398
10640819	PL	26	m	7292	1211656797
10641257	IE	-1	m	413	1211659551
10642339		-1	n	349	1211666733
10642807	BR	21	m	39395	1211670567
10643405	US	-1	f	30933	1211676919
10643590	RU	32	f	38255	1211678871
10643777	CA	19	m	51974	1211681205
10644118	CN	41	m	1627	1211685459
10645120		-1	n	1689	1211699666
10645315		-1	m	86859	1211701903
10645323		-1	n	305	1211701975
10645616	DE	21	m	57265	1211704906
10645662	CA	27	f	870	1211705294
10645698	FR	22	m	28281	1211705591
10646981	DE	-1	m	9551	1211714201
10646991	RU	24	m	99823	1211714279
10647134	PL	28	f	4127	1211715273
10648896	DE	-1	m	55344	1211726293
10649254	PT	24	m	62257	1211728310
10649913	MX	26	m	69024	1211731807
10649996		-1	n	84309	1211732192
10650089	RU	24	m	34372	1211732596
10650557	PL	19	f	29641	1211735127
10650580		-1	n	928	1211735240
10650842	ES	23	m	27503	1211736622
10651272		-1	n	20974	1211738849
10651552	BR	21	m	29930	1211740100
10651634	BR	19	n	118524	1211740418
10652237	ES	39	m	40654	1211743457
10653322		-1	n	971	1211749253
10653764	RU	23	f	1068	1211752027
10653931	LT	21	m	79768	1211753353
10654498	CA	26	m	20649	1211758221
10655532	US	-1	m	13542	1211769898
10655703	US	24	f	73135	1211772209
10655916	US	26	m	62923	1211775299
10656011	US	27	m	46607	1211776601
10656517	RU	27	m	30066	1211784410
10656719	NL	-1	f	30318	1211786936
10657000	NL	23	m	22118	1211789551
10657113		-1	n	619	1211790640
10657122		30	f	7504	1211790746
10657405	PL	20	m	60508	1211793481
10658526		-1	n	30083	1211802799
10658973	MD	19	m	125241	1211806056
10659207		-1	n	1315	1211807428
10659492	RU	23	m	30030	1211809042
10659508	NL	-1	m	9434	1211809121
10659688		-1	n	38231	1211810217
10660082	CZ	18	m	15262	1211812448
10660521	DE	21	m	34425	1211814763
10660903	ES	27	m	15706	1211816747
10661356		-1	n	1091	1211819080
10661698	DE	27	n	18065	1211820728
10662979	US	24	f	10037	1211826804
10662991	NO	20	m	41246	1211826867
10663296	ZA	28	m	41223	1211828261
10663442	SE	21	m	87638	1211828882
10663465	PL	19	m	59154	1211829006
10663656	BR	25	m	35161	1211829999
10665689	US	-1	m	96024	1211841270
10666393	US	15	m	43268	1211847523
10667271	US	-1	f	61887	1211857312
10667291	US	-1	m	992	1211857593
10668229		-1	n	326	1211870063
10668824	RU	-1	f	6159	1211876769
10668952	DE	-1	f	8717	1211877993
10669514	PL	22	m	45147	1211882598
10670140	UK	-1	n	34937	1211887714
10670390	UK	24	m	914	1211889339
10671621	DE	25	m	3718	1211897288
10671656	DE	25	m	23435	1211897446
10671657	DK	22	m	1017	1211897453
10672140		-1	m	25555	1211900204
10672281	UK	-1	m	11784	1211900972
10673473	IT	28	m	1949	1211907509
10674038	US	31	m	14238	1211910747
10674204	MX	29	m	674	1211911681
10674754	DE	24	m	34547	1211914466
10675487	DE	37	m	876	1211918130
10675877		25	f	14224	1211920131
10676037	BR	20	f	69295	1211921044
10676066	RU	29	m	4746	1211921192
10676095	UK	-1	m	58171	1211921336
10676246	RU	24	m	159666	1211922162
10676255	GR	25	m	58406	1211922209
10677118	US	26	f	3942	1211927659
10677768		-1	n	763	1211933639
10677831	JP	27	m	80183	1211934246
10678975		-1	m	35240	1211946478
10679154	DE	20	m	69716	1211948683
10679309		-1	n	1541	1211950971
10679890		-1	f	4959	1211958472
10680198	IN	20	n	2111	1211962089
10680897	UK	-1	m	9007	1211968605
10681273	CN	24	m	1943	1211971933
10681409	SK	25	f	18526	1211972982
10681947	DE	22	m	70076	1211977028
10682042	ES	27	m	25809	1211977653
10682291	RS	-1	m	76739	1211979222
10682307		-1	n	266	1211979375
10682311	DE	32	m	51251	1211979403
10682571		-1	n	31676	1211980946
10682856	BR	-1	m	32412	1211982827
10682948	IT	-1	m	75126	1211983412
10683320	AU	24	m	41043	1211985545
10684493		-1	n	870	1211991753
10684571	PL	19	m	48372	1211992249
10685974	UK	19	m	19779	1211999486
10686756	US	22	m	55570	1212003380
10688454	CO	28	m	18839	1212013861
10689130	CA	-1	m	40564	1212020179
10689393	BR	22	m	1700	1212023110
10689786		-1	n	866	1212028208
10690712	US	41	m	3779	1212041917
10690832	RU	27	f	1803	1212043676
10691752	NZ	19	m	42455	1212054321
10692138	BE	24	m	38371	1212057863
10693098	GR	25	m	57559	1212065279
10694662		-1	n	1372	1212074522
10694762	DE	19	m	53240	1212075181
10696046	RU	30	m	32303	1212082430
10696267	UK	20	m	48805	1212083586
10698065	IE	23	f	6728	1212092963
10698070	EE	27	m	64431	1212093000
10698934	US	31	n	17340	1212098081
10699448		-1	n	107258	1212102133
10699666		-1	n	371	1212104197
10700418	US	18	m	22591	1212112772
10701214	CL	22	f	15145	1212124200
10701403		-1	n	138	1212126979
10701433	US	26	f	17966	1212127430
10701512	US	-1	m	19136	1212128451
10701593	US	44	m	998	1212129579
10701899	RU	25	m	54713	1212133212
10702942		-1	n	834	1212143460
10703594	BE	-1	n	118379	1212149163
10703826	PL	-1	m	29648	1212151081
10704525	PL	22	m	31137	1212155486
10705253	LV	21	f	972	1212159425
10705792	IR	29	m	89231	1212162448
10706703	UK	23	m	45522	1212167869
10706893	FI	18	m	14568	1212168975
10707315	VN	23	m	60459	1212171276
10708011	UK	19	f	48714	1212175534
10708326	CO	23	m	30832	1212177446
10708392		-1	m	295	1212177762
10708595		-1	n	347	1212178931
10710247	US	21	f	39015	1212192096
10710562	US	26	f	22958	1212195715
10711200	US	24	m	13108	1212204081
10711331	US	18	m	79103	1212205984
10711892	PL	21	m	64842	1212214591
10712655	FI	-1	m	23430	1212223536
10713419	DE	18	m	42494	1212229824
10713439	NO	19	m	828	1212230002
10714017	RU	22	f	101784	1212234711
10714822		-1	n	917	1212240382
10715420	UK	29	m	50541	1212244253
10715445		-1	n	1220	1212244397
10715512	NZ	26	f	25566	1212244831
10715880	MA	21	m	57709	1212247329
10716289	UY	22	n	28708	1212249686
10716664	CA	43	m	49370	1212251744
10716681		-1	n	5269	1212251807
10717203		-1	n	3378	1212255126
10717392	PL	22	f	47330	1212256267
10717406	US	27	m	13516	1212256323
10717865	FI	19	f	56124	1212259193
10717900	RU	-1	m	43440	1212259488
10718332		-1	n	6313	1212262270
10718402	CA	-1	f	545	1212262636
10720019	US	-1	m	30367	1212274012
10720471	RU	22	m	46009	1212278281
10721018		29	f	23481	1212284450
10721477	US	20	m	22725	1212289597
10722141		-1	n	12249	1212298988
10722434	US	34	m	70448	1212302789
10722565	PL	15	m	1198	1212304505
10723104	DE	22	m	1071	1212310284
10723200	BE	42	m	1548	1212311087
10723223	UA	22	m	30712	1212311230
10723948	US	21	m	54281	1212316830
10724325	KZ	24	m	17421	1212319418
10725235		-1	m	4687	1212325728
10725777	RU	-1	n	24351	1212328969
10725796	DE	32	f	5650	1212329122
10725975	RU	28	f	27299	1212330120
10726371	US	18	m	71321	1212332437
10727427	IT	30	m	31054	1212338495
10727738		-1	m	112442	1212340209
10727774	JP	-1	f	38431	1212340432
10727938	SE	19	f	30154	1212341271
10728276	ES	27	m	38351	1212343217
10728747	RU	21	m	136564	1212345508
10728926	KZ	21	m	1781	1212346487
10729111	RU	58	n	782	1212347506
10729891	RU	25	f	54604	1212351370
10729989		27	m	9381	1212351958
10730186	RU	24	m	6412	1212353031
10730302		-1	n	1341	1212353700
10731170	US	24	n	15842	1212359740
10731298		-1	n	1510	1212361033
10731491	US	-1	f	1384	1212362888
10732254	AU	23	m	16403	1212370711
10732873	BR	25	m	74573	1212378030
10735288	UK	-1	m	21012	1212404604
10735299	HU	25	m	102393	1212404702
10735344	RU	20	m	47240	1212405060
10735635	GR	-1	m	7035	1212407495
10736444		-1	n	1861	1212413434
10737613	PT	27	m	23938	1212420296
10738525	SG	18	f	19629	1212424921
10738570	EG	23	m	70480	1212425170
10738988	UK	37	m	1913	1212427030
10739073	US	19	m	45516	1212427366
10740876	PL	24	m	45070	1212435644
10741134		-1	n	2674	1212436829
10741263	SE	-1	m	65255	1212437519
10741520		-1	n	14433	1212438750
10741741	PR	25	f	1767	1212439912
10741911	UK	-1	m	47284	1212440890
10742238	US	23	m	26615	1212442849
10742262	US	39	m	38535	1212443000
10742460	DE	26	m	52325	1212444440
10742631	US	22	m	72456	1212445792
10743389	UK	32	n	26151	1212452740
10744078	US	28	m	5038	1212459712
10744133	CA	19	m	59258	1212460317
10744247	CA	-1	m	70166	1212461616
10746787	RU	-1	f	45201	1212490069
10747255	RU	-1	f	25840	1212493934
10747393		-1	n	6153	1212494851
10747859	SE	21	m	46427	1212497648
10748042	RS	19	f	89079	1212498790
10748097		-1	n	16593	1212499076
10748998	DE	24	m	133478	1212504149
10749363	UK	20	f	46260	1212506154
10749950	DE	-1	m	1881	1212509412
10750884	RS	23	m	80553	1212514142
10751082		-1	n	66706	1212515223
10751133	PL	24	m	53294	1212515441
10751314	PL	37	m	23049	1212516367
10752362		25	m	27026	1212521272
10752463		-1	n	792	1212521817
10754523	UK	22	f	190038	1212534638
10755065	CR	26	f	11828	1212539933
10755896		-1	n	10472	1212549583
10756402	US	-1	m	91487	1212557262
10756520	CA	23	m	70775	1212558850
10756653	US	20	m	94277	1212560548
10756938	ES	26	m	4196	1212563910
10757402	UA	-1	m	15917	1212568412
10758135		-1	n	462	1212574964
10758709	NL	24	m	131351	1212579641
10760023		-1	n	28238	1212588089
10760238	FI	28	m	14341	1212589312
10761125		-1	n	23041	1212594099
10761428	UK	20	m	114774	1212595955
10761604	RU	21	m	83989	1212596912
10762152	US	21	n	17027	1212599819
10762171	RU	-1	m	81833	1212599928
10762324	LT	19	m	15516	1212600685
10763002	PL	22	f	93273	1212604009
10763294	US	22	f	10131	1212605391
10763396	DE	26	m	153509	1212605890
10764521		-1	n	469	1212611442
10764538	US	25	m	12099	1212611547
10764865	US	-1	f	44529	1212613303
10765114	ES	20	f	1006	1212614810
10766902	BR	21	m	71011	1212631079
10767290	RU	38	m	68340	1212635879
10769024	NL	23	m	176142	1212658047
10769476	PL	29	f	9623	1212661877
10769574	IN	39	m	1803	1212662679
10769631	KZ	20	m	14143	1212663149
10769817	CZ	23	m	27490	1212664729
10769973		-1	n	39658	1212665903
10770097	RU	20	f	39337	1212666888
10771191		-1	n	9473	1212674390
10772360	US	22	m	78744	1212680605
10772558	BE	25	m	26627	1212681622
10772671	RU	23	m	14312	1212682268
10774156		-1	n	93	1212690100
10774622		-1	n	6290	1212692403
10774847		-1	n	3770	1212693448
10775159	DE	13	m	66701	1212695058
10775956		-1	n	1997	1212699143
10775999	SE	22	m	25637	1212699331
10776596	BR	18	m	63553	1212703770
10776699		-1	n	1435	1212704480
10776944		-1	n	9976	1212706851
10777918		-1	m	45231	1212717697
10778110	FI	19	m	63696	1212719877
10778214	US	24	f	29256	1212721162
10780272	DE	8	m	36533	1212744717
10780656	TR	45	m	3980	1212747916
10780753	JP	22	m	53345	1212748657
10780887	CH	-1	m	37426	1212749725
10781269	ES	26	m	40721	1212752873
10781544		-1	n	56579	1212754970
10782198		-1	n	10269	1212758959
10782448	FI	-1	m	63361	1212760507
10782518	US	29	m	1571	1212760960
10782721	PL	20	f	101182	1212762124
10783426	TR	26	f	226	1212765764
10783828	US	-1	m	38231	1212768103
10784115	BG	21	m	48891	1212769648
10784859	DE	21	m	54939	1212773871
10785746	NL	16	m	65281	1212778609
10785907	RU	25	m	98947	1212779473
10786437	SE	-1	m	84373	1212782290
10786675	FR	25	m	43635	1212783659
10787543	BR	21	m	109461	1212789072
10788026	UA	25	m	16778	1212792865
10788171	ES	21	m	1090	1212794274
10788714	BR	21	m	22043	1212800500
10788946		22	f	55484	1212803907
10790405	UA	-1	f	27185	1212824794
10790906	RU	19	f	6113	1212829529
10792858	AU	21	m	46923	1212844062
10793334	DE	49	m	20789	1212847226
10794254	BE	39	m	55676	1212852969
10795233		-1	n	6803	1212859243
10796655	IT	35	m	39809	1212868439
10796888	FR	43	m	556	1212869936
10797067	FR	27	m	274319	1212871039
10797268	NO	24	n	1506	1212872302
10797583	VE	22	m	30317	1212874453
10798159	UK	27	m	50812	1212878909
10800317	US	21	m	52216	1212906331
10800485	US	23	m	26971	1212908770
10800913	TR	26	n	36781	1212913948
10802141		26	f	30094	1212923373
10802286	PH	27	f	41465	1212924311
10803271	JP	34	n	1769	1212931024
10803306	RU	27	m	84715	1212931273
10803724	RU	-1	n	31081	1212934009
10804102	DE	-1	m	7328	1212936548
10804350	PL	27	m	29387	1212938036
10804431	UK	21	m	29980	1212938517
10805454		-1	n	1334	1212944595
10805884	FR	-1	m	24138	1212947312
10806700		-1	f	18522	1212952058
10807326		20	m	40374	1212955782
10807443		-1	n	45225	1212956392
10807592		-1	n	10029	1212957378
10807722		-1	n	35357	1212958148
10807801		-1	n	56629	1212958607
10808523	SE	23	m	5267	1212963499
10809173	AU	30	m	37964	1212969143
10809267	AU	26	m	39389	1212970170
10809544	AU	38	m	17795	1212973311
10810145	US	22	m	7557	1212979480
10810203	RU	20	f	84992	1212980128
10811106	FI	18	f	54441	1212993007
10811161	PL	23	f	43176	1212993809
10811573	BY	19	m	83340	1212998805
10811707		-1	n	5376	1213000070
10811787	US	25	f	46290	1213000867
10813538	DE	21	m	19905	1213015344
10813900	SE	18	f	74007	1213017412
10814473	UK	103	m	28209	1213020990
10814575	US	25	m	27528	1213021645
10814972		-1	m	14318	1213024201
10815095		-1	n	80234	1213024861
10815275	DE	-1	m	45616	1213025751
10815569	BE	20	m	178	1213027300
10815647	BE	21	m	52008	1213027745
10816094	CH	21	m	27020	1213030251
10816875	KP	22	m	37399	1213034727
10817287	ES	22	m	15961	1213036950
10818493	UK	45	m	30440	1213043894
10819470	US	21	m	8224	1213050252
10819889	US	24	m	35189	1213053641
10821534		-1	n	1281	1213072509
10823514	UK	27	n	11463	1213094210
10823694	IT	20	m	9512	1213095814
10824439	FI	-1	m	58011	1213101353
10825262	DE	22	f	1993	1213106566
10825378	FI	19	f	27388	1213107180
10825648	RU	-1	m	30817	1213108648
10825739		-1	n	6155	1213109142
10826465	RU	21	m	74913	1213113507
10826828		-1	n	987	1213115586
10827011	PL	22	f	37627	1213116758
10827090	UA	24	m	84019	1213117359
10827380	BR	23	f	54156	1213118893
10827637	PL	25	m	4907	1213120359
10827896	UK	47	m	283	1213121810
10827963	SE	22	f	87303	1213122100
10828018	EE	-1	m	27700	1213122423
10830297	BR	24	f	34724	1213135225
10830565	US	27	m	12275	1213137518
10830874	UK	-1	m	57580	1213140246
10831177	US	18	f	712	1213142998
10832189	US	42	m	7826	1213154407
10832615	DE	22	n	76027	1213160418
10833581	PT	24	m	42059	1213172595
10834107	US	-1	m	3038	1213177185
10835250	US	21	m	83639	1213185971
10835423	DE	-1	m	51268	1213187017
10836367		-1	m	1576	1213192615
10837033	BY	26	m	108314	1213196351
10838286		-1	n	13408	1213203107
10838810	PL	20	m	9779	1213205854
10839451		-1	n	11291	1213209073
10839504		-1	n	1105	1213209260
10839771	US	24	m	58823	1213210628
10839850	DK	21	m	66996	1213211023
10840038		23	m	73122	1213211917
10840219	IE	32	n	13786	1213212829
10840258	ES	30	m	5557	1213213026
10840553	DK	19	m	98340	1213214370
10840869	UK	21	m	23048	1213216066
10841331	HR	22	f	46242	1213218534
10841474	PL	22	f	54557	1213219356
10841703		-1	n	7228	1213220780
10841863	SE	23	m	33719	1213222011
10841943	US	21	m	72385	1213222640
10842842		-1	n	154	1213230624
10843749	US	-1	n	1151	1213242043
10844165	US	23	n	18908	1213248485
10844265	MX	23	m	12075	1213249991
10844367	US	21	f	4642	1213251422
10844768	RU	17	f	41079	1213256128
10844821	DE	21	f	18918	1213256661
10845021	UK	22	m	24110	1213258801
10845774	PL	-1	m	4927	1213264927
10846414	RU	22	m	23477	1213270030
10847683		8	f	5503	1213278241
10848862	ES	24	n	827	1213284580
10848928	UK	34	m	4548	1213285056
10849470	RU	23	m	133462	1213287953
10850064	FI	34	m	18997	1213291429
10850753	DE	20	m	13953	1213295154
10850793	DE	-1	m	358	1213295323
10851539	RU	21	m	38358	1213299144
10852255		-1	m	90662	1213303029
10852374	CH	28	m	25012	1213303856
10853522	PL	-1	f	57614	1213312641
10853756	US	-1	m	33025	1213314997
10853952		-1	n	1428	1213317424
10855107		-1	f	14397	1213330855
10855116	US	37	m	928	1213330974
10855692	IT	22	f	1650	1213339311
10856288	CZ	27	m	60406	1213346026
10856669	IT	30	f	8001	1213349456
10856835	TR	-1	m	30171	1213350677
10857802	ES	27	m	46505	1213358218
10858032	ES	30	m	58821	1213359988
10858339		-1	m	1253	1213361984
10858571	BR	26	m	17173	1213363449
10858981		-1	n	1593	1213365829
10859324	KZ	27	m	1561	1213367778
10860131	PL	22	m	349	1213372212
10860132	CL	35	m	4674	1213372221
10860225	DE	30	f	1938	1213372826
10860498	PL	24	m	211418	1213374487
10860718	IE	-1	f	24975	1213375666
10861583	PE	27	m	48271	1213381060
10861905	UA	-1	m	25969	1213382923
10861984	PL	22	f	85472	1213383326
10862501	BE	32	m	129615	1213386341
10863168	PL	19	f	60709	1213391019
10863903	RU	28	m	5868	1213396219
10864462	US	27	m	148218	1213401490
10865160		22	m	9046	1213410366
10865341	CA	-1	m	24115	1213412742
10865940	BR	23	m	80859	1213421454
10866323	EG	27	m	40017	1213427188
10866545	UK	25	n	6557	1213429779
10867067	BE	-1	n	905	1213434700
10867515	CA	35	m	10808	1213438328
10867603	JP	19	f	2881	1213439031
10867730	PL	22	m	18351	1213440013
10868035	PL	20	m	37504	1213442448
10868169	PL	-1	f	11106	1213443418
10868449	RU	28	m	56776	1213445488
10868631	DE	23	m	64110	1213446814
10868740	ES	20	m	60590	1213447441
10868840	US	29	m	388	1213448305
10869341		-1	n	511	1213451836
10870332	PL	25	n	34547	1213457853
10870462	BR	20	f	50203	1213458652
10870676		-1	n	8695	1213459808
10870786	PL	20	m	1287	1213460475
10872952	US	28	m	39265	1213473726
10873591	RU	20	m	285427	1213477968
10873650	FR	23	m	15174	1213478296
10873998		-1	f	384	1213480530
10874280		21	n	15018	1213482929
10874506	DE	36	m	11389	1213484829
10874681	UK	20	m	10086	1213486424
10876410		-1	n	189	1213510206
10877181		-1	n	1872	1213519570
10877548	PL	19	m	24048	1213522799
10877980	JP	28	n	51052	1213525905
10878312	CH	25	m	178278	1213528225
10879224		36	m	1338	1213534434
10879453		-1	n	41886	1213535769
10880004	PL	25	m	1504	1213539208
10880450	SE	-1	m	18033	1213541813
10880681	IT	22	f	10794	1213543051
10880750	IT	-1	m	141178	1213543447
10880838	AU	24	f	8311	1213543930
10881034		-1	n	4397	1213545079
10881901	NL	-1	f	15352	1213549664
10882524		27	n	41733	1213552778
10882581		-1	n	1756	1213553080
10883488	CZ	-1	m	19431	1213557824
10883839		87	f	7488	1213559809
10884154	IS	32	m	5157	1213561424
10884724	RU	25	m	96543	1213565208
10884902	BR	46	m	8799	1213566238
10884972		-1	n	3944	1213566787
10885055		-1	n	130497	1213567399
10886296	BR	19	m	131694	1213580028
10886518	RU	24	m	60084	1213582544
10886585	US	23	f	41626	1213583325
10887389		-1	n	1760	1213594705
10887712		-1	n	842	1213599467
10887831	RU	22	m	61112	1213600822
10888234	UK	22	f	84870	1213604950
10888333	NO	36	m	1012	1213605865
10888614	UK	21	m	5809	1213608419
10889769	PL	23	m	28339	1213617260
10890109	DE	21	m	456	1213619789
10890928	DE	24	m	51551	1213624902
10891434		-1	n	8065	1213627933
10891661	RU	24	f	56812	1213629144
10891927	SE	29	m	846	1213630744
10892706	UK	30	m	39628	1213635031
10893399		-1	n	47	1213638559
10894172	NL	-1	m	64521	1213642433
10894379	NL	38	m	29396	1213643581
10894668	FI	20	m	43612	1213645103
10894920	CH	-1	n	34108	1213646450
10896343	PT	-1	m	54219	1213655299
10896355		-1	n	65893	1213655378
10896712		-1	n	5763	1213658639
10896810	US	26	f	69777	1213659814
10897958	US	23	m	52673	1213673733
10898858	DE	39	m	11217	1213686354
10899613	IT	18	m	60373	1213695279
10900580	LT	-1	f	76709	1213702477
10900730	RU	22	f	32834	1213703483
10900877	NU	18	m	35445	1213704481
10900944	FI	16	m	22421	1213704814
10901040	ES	25	n	42054	1213705348
10902681	RU	23	m	102868	1213715194
10902767	CL	26	n	43843	1213715648
10903586	DO	-1	f	45662	1213720133
10905025	DE	29	n	59200	1213727966
10905526	US	26	m	13969	1213730539
10906955	US	62	n	22900	1213738428
10909405	CA	22	f	121620	1213761793
10909746	RU	27	f	84316	1213766315
10909787	UK	25	m	20586	1213767005
10910368	AT	-1	m	12494	1213774353
10911241	FI	28	m	18251	1213781845
10911833	SI	-1	m	14159	1213786417
10913123		-1	n	1142	1213794745
10913860	CH	31	f	21044	1213798681
10914079	RU	28	m	18557	1213799818
10914673	DE	29	m	19708	1213802894
10914944		-1	n	15606	1213804250
10916159		-1	n	6976	1213810220
10916401	PL	22	f	45502	1213811283
10916695	NL	21	m	8129	1213812656
10917717	PL	-1	f	25246	1213817506
10917851	BR	21	m	154965	1213818165
10917864	UK	23	n	9186	1213818257
10918083	CZ	20	m	25642	1213819329
10918095		-1	n	1820	1213819408
10918280	DE	37	m	138837	1213820370
10918707	SE	23	m	41032	1213822647
10919091	UK	-1	m	8651	1213824919
10920585	MX	-1	f	35081	1213837750
10920654	US	-1	n	2869	1213838458
10921084	US	18	m	9193	1213843726
10921118	AU	43	m	3642	1213844132
10922091	PL	21	m	114212	1213857615
10922135		22	m	910	1213858032
10922446	RU	-1	m	28118	1213861538
10922907	ES	27	f	40608	1213865570
10923419	UA	25	m	70037	1213869398
10923647		-1	n	351	1213871151
10924123	AU	-1	m	6395	1213874674
10924220	RU	24	f	224	1213875469
10924519		-1	n	912	1213877597
10925582	DE	21	m	103055	1213884132
10925765	RU	20	m	65274	1213885164
10925897	AU	21	m	1141	1213885941
10926532		-1	n	411	1213889396
10927162	DE	29	f	19408	1213892753
10928785	CZ	-1	f	50591	1213900799
10929500	PL	18	f	41228	1213905115
10929625		23	m	54125	1213905858
10929831	AZ	26	m	79723	1213907150
10930175	BE	25	f	17781	1213909272
10930268		-1	n	1053	1213909844
10931569	US	22	f	27153	1213920462
10932093	CL	23	m	74034	1213926127
10932900	US	26	m	83205	1213936003
10933239	UK	34	m	941	1213941001
10934139		-1	n	49211	1213951280
10934213		-1	n	2519	1213951868
10934497	UA	18	m	4913	1213954421
10934731	DE	-1	m	1995	1213956485
10935638	US	-1	n	332	1213963727
10936141	UK	-1	m	10531	1213966927
10937001	UK	44	m	30691	1213972170
10937231	RU	24	f	63773	1213973607
10937665	SK	-1	m	50260	1213976109
10939344	MX	35	m	81005	1213985621
10939454	US	27	f	994	1213986209
10939943		-1	n	43501	1213988917
10940033	PL	18	m	43699	1213989464
10940172	CZ	20	m	83813	1213990364
10940457		-1	n	714	1213992012
10940639	SE	21	f	6499	1213993117
10941249	IT	23	f	52022	1213997316
10941594	RU	22	f	68640	1214000172
10941883	FR	23	m	52761	1214002572
10942378	US	25	m	13902	1214007273
10943200	UK	-1	n	18024	1214017473
10943758		-1	n	7322	1214025342
10944471	US	22	m	1565	1214035685
10944629	ME	29	f	15586	1214037343
10945126	ES	36	m	46373	1214041585
10945141	ES	31	m	25340	1214041736
10945617	NL	22	m	3084	1214045451
10945646	PL	27	m	23829	1214045699
10945917	US	25	m	76415	1214047689
10946441	DK	31	m	22714	1214051509
10948368		-1	n	6904	1214064348
10948985	UK	34	m	27289	1214068129
10949302	SE	18	f	20	1214070103
10949404	TR	27	f	7583	1214070697
10949900		-1	n	216	1214073891
10950485		-1	m	21694	1214077693
10950763	BR	26	f	10921	1214079543
10951242	ES	-1	m	550	1214083539
10952264	FR	25	m	44167	1214091958
10952277	US	-1	m	39606	1214092056
10952401	RU	22	m	57164	1214093355
10953932		28	f	466	1214113524
10954068	CL	-1	m	9744	1214115755
10954453		-1	n	528	1214121144
10955351	PL	29	m	75650	1214129581
10955634		-1	n	956	1214131733
10955695	PL	27	m	57944	1214132128
10956471	TR	20	f	28596	1214137855
10956662	SI	-1	m	74080	1214139244
10956755	NL	-1	n	786	1214139941
10956996		-1	n	8029	1214141749
10957143		-1	n	1575	1214142777
10957154		-1	n	1012	1214142817
10958150		-1	n	16725	1214149133
10958176	DE	27	m	34715	1214149285
10958361	BR	30	m	49467	1214150314
10958454	DK	-1	f	5949	1214150835
10959740	DE	22	m	127966	1214158078
10960159	DE	21	m	43537	1214160500
10960295	HU	27	m	57628	1214161315
10960312		-1	n	1394	1214161438
10960800	CZ	-1	n	67608	1214164506
10960995	US	-1	f	11623	1214165682
10961492	DE	26	m	8910	1214168984
10961545		-1	n	70392	1214169384
10962017	BE	22	m	36595	1214172865
10962123	US	26	m	61564	1214173669
10962404		-1	n	822	1214176334
10963584	US	-1	m	23773	1214188729
10964154	RU	-1	f	6258	1214195389
10964320	JP	34	m	123609	1214197834
10964702	AT	-1	m	14998	1214203897
10964712	RS	25	m	122032	1214204026
10965617	NO	21	m	48349	1214213383
10965700	PL	25	f	38869	1214214070
10965849	PL	20	f	27143	1214215270
10965861	RU	19	f	60222	1214215385
10966804	NL	18	f	152079	1214222419
10967298		-1	m	4983	1214225836
10967396		-1	n	29417	1214226459
10967775	EE	21	f	87351	1214228758
10968007	UK	25	m	15981	1214230175
10969068		-1	n	758	1214236152
10969934	DE	20	m	84167	1214241007
10970088	BR	20	m	20962	1214241784
10970744	DE	-1	n	495	1214245124
10971204	UK	32	f	47485	1214247525
10971238	US	-1	f	20164	1214247716
